,state,state_code,constituency,constituency_code,candidate_name,party,evm_votes,postal_votes,total_votes,percent_of_votes,migrant_votes
7944,Uttarakhand,S28,Hardwar,5,Surendra Kumar Upadhayay,Uttarakhand Kranti Dal,1653,9,1662,0.13,0
7945,Uttarakhand,S28,Hardwar,5,Aadil,Independent,1315,4,1319,0.1,0
7946,Uttarakhand,S28,Hardwar,5,Dharmendra,Independent,1133,1,1134,0.09,0
7947,Uttarakhand,S28,Hardwar,5,Bachi Singh,Independent,1365,2,1367,0.11,0
7948,Uttarakhand,S28,Hardwar,5,"Thakur Manish Singh (Verma) ""Swabhimani""",Independent,2910,3,2913,0.23,0
7949,Uttarakhand,S28,Hardwar,5,Shishupal Singh,Independent,2549,3,2552,0.2,0
7950,Uttarakhand,S28,Hardwar,5,NOTA,None of the Above,6207,74,6281,0.49,0
7951,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Ajay Bhatt,Bharatiya Janata Party,765173,7022,772195,61.35,0
7952,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Er. Navneet Agarwal,Bahujan Samaj Party,28271,184,28455,2.26,0
7953,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Harish Rawat,Indian National Congress,431101,1998,433099,34.41,0
7954,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Comrade Dr. Kailash Pandey,Communist Party of India  (Marxist-Leninist)  (Liberation),5468,20,5488,0.44,0
7955,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Er. Jyoti Prakash Tamta,Bahujan Mukti Party,2045,8,2053,0.16,0
7956,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Prem Prasad Arya,Pragatisheel Lok Manch,3332,7,3339,0.27,0
7957,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,Sukumar Vishvas,Independent,3326,7,3333,0.26,0
7958,Uttarakhand,S28,Nainital-udhamsingh Nagar,4,NOTA,None of the Above,10540,68,10608,0.84,0
7959,Uttarakhand,S28,Tehri Garhwal,1,PRITAM SINGH,Indian National Congress,262171,2576,264747,30.22,0
7960,Uttarakhand,S28,Tehri Garhwal,1,MALA RAJYA LAXMI SHAH,Bharatiya Janata Party,556120,9213,565333,64.53,0
7961,Uttarakhand,S28,Tehri Garhwal,1,RAJENDRA PUROHIT,Communist Party of India  (Marxist),6605,21,6626,0.76,0
7962,Uttarakhand,S28,Tehri Garhwal,1,SATYAPAL,Bahujan Samaj Party,4498,84,4582,0.52,0
7963,Uttarakhand,S28,Tehri Garhwal,1,ANU PANT,Uttarakhand Kranti Dal (Democratic),708,15,723,0.08,0
7964,Uttarakhand,S28,Tehri Garhwal,1,GAUTAM SINGH BISHT,Sarv Vikas Party,673,15,688,0.08,0
7965,Uttarakhand,S28,Tehri Garhwal,1,JAY PRAKASH UPADHYAY,Uttarakhand Kranti Dal,1146,11,1157,0.13,0
7966,Uttarakhand,S28,Tehri Garhwal,1,(CA) SANJAY KUNDALIYA,Uttarakhand Pragatisheel Party,1090,8,1098,0.13,0
7967,Uttarakhand,S28,Tehri Garhwal,1,GOPAL MANI,Independent,10540,146,10686,1.22,0
7968,Uttarakhand,S28,Tehri Garhwal,1,DAULAT KUNWAR,Independent,1374,25,1399,0.16,0
7969,Uttarakhand,S28,Tehri Garhwal,1,BRIJ BHUSHAN KARANWAL,Independent,1953,9,1962,0.22,0
7970,Uttarakhand,S28,Tehri Garhwal,1,BARHM DEV JHA,Independent,1444,2,1446,0.17,0
7971,Uttarakhand,S28,Tehri Garhwal,1,MADHU SHAH,Independent,1470,13,1483,0.17,0
7972,Uttarakhand,S28,Tehri Garhwal,1,SANJAY GOYAL,Independent,2405,1,2406,0.27,0
7973,Uttarakhand,S28,Tehri Garhwal,1,SARDAR KHAN (PAPPU),Independent,5454,3,5457,0.62,0
7974,Uttarakhand,S28,Tehri Garhwal,1,NOTA,None of the Above,6155,121,6276,0.72,0
7975,West Bengal,S25,Alipurduars,2,JOHN BARLA,Bharatiya Janata Party,747788,3016,750804,54.4,0
7976,West Bengal,S25,Alipurduars,2,DASRATH TIRKEY,All India Trinamool Congress,505885,930,506815,36.72,0
7977,West Bengal,S25,Alipurduars,2,MILI ORAON,Revolutionary Socialist Party,53859,151,54010,3.91,0
7978,West Bengal,S25,Alipurduars,2,MOHANLAL BASUMATA,Indian National Congress,27279,148,27427,1.99,0
7979,West Bengal,S25,Alipurduars,2,RABICHAN RABHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4152,13,4165,0.3,0
7980,West Bengal,S25,Alipurduars,2,GERGORY TRIKEY,Independent,4289,14,4303,0.31,0
7981,West Bengal,S25,Alipurduars,2,PRASEN JAYANT KINDO,Independent,11506,12,11518,0.83,0
7982,West Bengal,S25,Alipurduars,2,NOTA,None of the Above,21147,28,21175,1.53,0
7983,West Bengal,S25,Arambagh,29,APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress,649613,316,649929,44.15,0
7984,West Bengal,S25,Arambagh,29,JYOTI KUMARI DAS,Indian National Congress,25094,34,25128,1.71,0
7985,West Bengal,S25,Arambagh,29,TAPAN KUMAR RAY,Bharatiya Janata Party,647755,1032,648787,44.08,0
7986,West Bengal,S25,Arambagh,29,SAKTI MOHAN MALIK,Communist Party of India  (Marxist),100373,147,100520,6.83,0
7987,West Bengal,S25,Arambagh,29,SAMIR MITRA,Bahujan Samaj Party,4710,4,4714,0.32,0
7988,West Bengal,S25,Arambagh,29,JHANTU LAL PAKRE,Bharatiya Nyay-Adhikar Raksha Party,2616,2,2618,0.18,0
7989,West Bengal,S25,Arambagh,29,PROSANTA MALIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3473,0,3473,0.24,0
7990,West Bengal,S25,Arambagh,29,BINAY KUMAR MALIK,Rashtriya Janadhikar Suraksha Party,8668,1,8669,0.59,0
7991,West Bengal,S25,Arambagh,29,CHITTARANJAN MALLICK,Independent,7646,2,7648,0.52,0
7992,West Bengal,S25,Arambagh,29,NOTA,None of the Above,20484,11,20495,1.39,0
7993,West Bengal,S25,Asansol,40,GOURANGA CHATTERJEE,Communist Party of India  (Marxist),87553,55,87608,7.08,0
7994,West Bengal,S25,Asansol,40,BABUL SUPRIYO,Bharatiya Janata Party,632727,651,633378,51.16,0
7995,West Bengal,S25,Asansol,40,BISWARUP MONDAL,Indian National Congress,21019,19,21038,1.7,0
7996,West Bengal,S25,Asansol,40,MOON MOON SEN,All India Trinamool Congress,435584,157,435741,35.19,0
7997,West Bengal,S25,Asansol,40,SANDIP SARKAR,Bahujan Samaj Party,7859,1,7860,0.63,0
7998,West Bengal,S25,Asansol,40,ABHISHEKH KUMAR SINGH,Shivsena,5757,4,5761,0.47,0
7999,West Bengal,S25,Asansol,40,AMARNATH CHOWDHURY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4383,0,4383,0.35,0
8000,West Bengal,S25,Asansol,40,MD. ZAHIR ALAM,Bahujan Mukti Party,12677,0,12677,1.02,0
8001,West Bengal,S25,Asansol,40,KAJAL BANERJEE,Independent,5176,0,5176,0.42,0
8002,West Bengal,S25,Asansol,40,Swaraj Das (BAPI),Independent,10065,1,10066,0.81,0
8003,West Bengal,S25,Asansol,40,NOTA,None of the Above,14432,15,14447,1.17,0
8004,West Bengal,S25,Baharampur,10,ADHIR RANJAN CHOWDHURY,Indian National Congress,589580,1526,591106,45.47,0
8005,West Bengal,S25,Baharampur,10,APURBA SARKAR (DAVID),All India Trinamool Congress,509886,524,510410,39.26,0
8006,West Bengal,S25,Baharampur,10,ID MOHAMMAD,Revolutionary Socialist Party,13342,20,13362,1.03,0
8007,West Bengal,S25,Baharampur,10,KUSHADHAJ BALA,Bahujan Samaj Party,2892,22,2914,0.22,0
8008,West Bengal,S25,Baharampur,10,KRISHNA JOYARDAR,Bharatiya Janata Party,141231,1807,143038,11.0,0
8009,West Bengal,S25,Baharampur,10,ANISUL AMBIA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2634,8,2642,0.2,0
8010,West Bengal,S25,Baharampur,10,ASISH SINGHA,Shivsena,1210,7,1217,0.09,0
8011,West Bengal,S25,Baharampur,10,KASHINATH DUTTA,Republican Party of India (A),1798,5,1803,0.14,0
8012,West Bengal,S25,Baharampur,10,MD EZARUDDIN,Jamat-E-Seratul Mustakim,3040,6,3046,0.23,0
8013,West Bengal,S25,Baharampur,10,DURBADAL DAS,Independent,2691,0,2691,0.21,0
8014,West Bengal,S25,Baharampur,10,SAMIR BISWAS,Independent,13681,1,13682,1.05,0
8015,West Bengal,S25,Baharampur,10,NOTA,None of the Above,14072,14,14086,1.08,0
8016,West Bengal,S25,Balurghat,6,Arpita Ghosh,All India Trinamool Congress,505463,561,506024,42.24,0
8017,West Bengal,S25,Balurghat,6,Abdus Sadek Sarkar,Indian National Congress,36698,85,36783,3.07,0
8018,West Bengal,S25,Balurghat,6,Nalin Chandra Murmu,Bahujan Samaj Party,3302,18,3320,0.28,0
8019,West Bengal,S25,Balurghat,6,Ranen Barman,Revolutionary Socialist Party,72917,73,72990,6.09,0
8020,West Bengal,S25,Balurghat,6,Sukanta Majumdar,Bharatiya Janata Party,537577,1740,539317,45.02,0
8021,West Bengal,S25,Balurghat,6,Naran Tudu,Jharkhand Mukti Morcha,6383,4,6387,0.53,0
8022,West Bengal,S25,Balurghat,6,Nubash Chandra Barman,Kamatapur People’s Party (United),1762,1,1763,0.15,0
8023,West Bengal,S25,Balurghat,6,Biren Mahanta,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1525,1,1526,0.13,0
8024,West Bengal,S25,Balurghat,6,Manas Chakraborty,Communist Party of India (Marxist-Leninist) Red Star,1345,4,1349,0.11,0
8025,West Bengal,S25,Balurghat,6,Ranjit Kumar Mohanta,Shivsena,3297,3,3300,0.28,0
8026,West Bengal,S25,Balurghat,6,Ranendra Nath Mali,Bahujan Mukti Party,2005,2,2007,0.17,0
8027,West Bengal,S25,Balurghat,6,Bibhuti Tudu,Independent,4714,5,4719,0.39,0
8028,West Bengal,S25,Balurghat,6,Muslima Khatun,Independent,4949,1,4950,0.41,0
8029,West Bengal,S25,Balurghat,6,NOTA,None of the Above,13403,11,13414,1.12,0
8030,West Bengal,S25,Bangaon,14,ALAKESH DAS,Communist Party of India  (Marxist),89996,126,90122,6.4,0
8031,West Bengal,S25,Bangaon,14,CHANDAN MALLICK,Bahujan Samaj Party,4669,38,4707,0.33,0
8032,West Bengal,S25,Bangaon,14,MAMATA THAKUR,All India Trinamool Congress,575382,646,576028,40.92,0
8033,West Bengal,S25,Bangaon,14,SHANTANU THAKUR,Bharatiya Janata Party,685237,2385,687622,48.85,0
8034,West Bengal,S25,Bangaon,14,SOURAV PROSAD,Indian National Congress,22552,66,22618,1.61,0
8035,West Bengal,S25,Bangaon,14,SAMARESH BISWAS,Party for Democratic Socialism,1912,1,1913,0.14,0
8036,West Bengal,S25,Bangaon,14,SUBRATA BISWAS,Bahujan Mukti Party,1289,2,1291,0.09,0
8037,West Bengal,S25,Bangaon,14,SWAPAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4539,5,4544,0.32,0
8038,West Bengal,S25,Bangaon,14,ANIMESH CHANDRA HALDER,Independent,9518,6,9524,0.68,0
8039,West Bengal,S25,Bangaon,14,SWAPAN KUMAR ROY,Independent,1859,0,1859,0.13,0
8040,West Bengal,S25,Bangaon,14,NOTA,None of the Above,7513,17,7530,0.53,0
8041,West Bengal,S25,Bankura,36,AMIYA PATRA,Communist Party of India  (Marxist),100014,268,100282,7.31,0
8042,West Bengal,S25,Bankura,36,MAHADEB BAURI,Bahujan Samaj Party,6689,18,6707,0.49,0
8043,West Bengal,S25,Bankura,36,SUBRATA MUKHERJEE,All India Trinamool Congress,500122,864,500986,36.52,0
8044,West Bengal,S25,Bankura,36,DR. SUBHAS SARKAR,Bharatiya Janata Party,672202,3117,675319,49.23,0
8045,West Bengal,S25,Bankura,36,ANIMESH MAL,Bharatiya Nyay-Adhikar Raksha Party,9119,4,9123,0.67,0
8046,West Bengal,S25,Bankura,36,ANANDA KUMAR SAREN,Rashtriya Janadhikar Suraksha Party,3220,8,3228,0.24,0
8047,West Bengal,S25,Bankura,36,GOUR CHANDRA (AKHAN) HEMBRAM,Jharkhand People's Party,2212,8,2220,0.16,0
8048,West Bengal,S25,Bankura,36,DR. TANMAY MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5662,17,5679,0.41,0
8049,West Bengal,S25,Bankura,36,PRABIR BANERJEE,Jharkhand Anushilan Party,4158,6,4164,0.3,0
8050,West Bengal,S25,Bankura,36,SUKCHAND SAREN,Communist Party of India (Marxist-Leninist) Red Star,2885,4,2889,0.21,0
8051,West Bengal,S25,Bankura,36,SUBHASH SARKAR,Shivsena,9057,15,9072,0.66,0
8052,West Bengal,S25,Bankura,36,ABDUL RAHIM MALLIK,Independent,5818,1,5819,0.42,0
8053,West Bengal,S25,Bankura,36,BIBHUTI SARDAR,Independent,12369,3,12372,0.9,0
8054,West Bengal,S25,Bankura,36,MILAN MANDI,Independent,14937,5,14942,1.09,0
8055,West Bengal,S25,Bankura,36,SHYAMAL KUMAR PALIT,Independent,5034,0,5034,0.37,0
8056,West Bengal,S25,Bankura,36,NOTA,None of the Above,13987,32,14019,1.02,0
8057,West Bengal,S25,Barasat,17,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,647459,625,648084,46.47,0
8058,West Bengal,S25,Barasat,17,Mrinal Kanti Debnath,Bharatiya Janata Party,536921,1180,538101,38.58,0
8059,West Bengal,S25,Barasat,17,Sukumar Bala,Bahujan Samaj Party,9730,10,9740,0.7,0
8060,West Bengal,S25,Barasat,17,Subrata Dutta,Indian National Congress,37230,41,37271,2.67,0
8061,West Bengal,S25,Barasat,17,Haripada Biswas,All India Forward Bloc,123723,251,123974,8.89,0
8062,West Bengal,S25,Barasat,17,Oli Mahammad Mallick,Communist Party of India (Marxist-Leninist) Red Star,1294,12,1306,0.09,0
8063,West Bengal,S25,Barasat,17,Tushar Ghosh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1754,0,1754,0.13,0
8064,West Bengal,S25,Barasat,17,Dipankar Baidya,Rashtriya Janasachetan Party (R.J.P.),1274,3,1277,0.09,0
8065,West Bengal,S25,Barasat,17,Debasish Biswas,Amra Bangalee,2348,0,2348,0.17,0
8066,West Bengal,S25,Barasat,17,Bani Chakraborty,Shivsena,3115,1,3116,0.22,0
8067,West Bengal,S25,Barasat,17,Saurav Basu,Rashtriya Janadhikar Suraksha Party,4424,1,4425,0.32,0
8068,West Bengal,S25,Barasat,17,Mrinal Kanti Bhattacharjee,Independent,5598,3,5601,0.4,0
8069,West Bengal,S25,Barasat,17,NOTA,None of the Above,17737,32,17769,1.27,0
8070,West Bengal,S25,Bardhaman Durgapur,39,S.S AHLUWALIA,Bharatiya Janata Party,597450,926,598376,41.76,0
8071,West Bengal,S25,Bardhaman Durgapur,39,ABHAS RAY CHAUDHURI,Communist Party of India  (Marxist),161103,226,161329,11.26,0
8072,West Bengal,S25,Bardhaman Durgapur,39,DR. MAMTAZ SANGHAMITA,All India Trinamool Congress,595611,326,595937,41.59,0
8073,West Bengal,S25,Bardhaman Durgapur,39,RANAJIT MUKHERJEE,Indian National Congress,38481,35,38516,2.69,0
8074,West Bengal,S25,Bardhaman Durgapur,39,RAMKRISHNA MALIK (DEV),Bahujan Samaj Party,13762,4,13766,0.96,0
8075,West Bengal,S25,Bardhaman Durgapur,39,SUCHETA KUNDU(BANERJEE),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),6542,1,6543,0.46,0
8076,West Bengal,S25,Bardhaman Durgapur,39,NOTA,None of the Above,18526,14,18540,1.29,0
8077,West Bengal,S25,Bardhaman Purba,38,ISWAR CHANDRA DAS,Communist Party of India  (Marxist),175768,152,175920,12.22,0
8078,West Bengal,S25,Bardhaman Purba,38,PARESH CHANDRA DAS,Bharatiya Janata Party,550671,852,551523,38.32,0
8079,West Bengal,S25,Bardhaman Purba,38,MUKUL BISWAS,Bahujan Samaj Party,8852,10,8862,0.62,0
8080,West Bengal,S25,Bardhaman Purba,38,SIDDHARTHA MAJUMDAR,Indian National Congress,38426,46,38472,2.67,0
8081,West Bengal,S25,Bardhaman Purba,38,SUNIL KUMAR MONDAL,All India Trinamool Congress,640490,344,640834,44.52,0
8082,West Bengal,S25,Bardhaman Purba,38,NIRMAL MAJHI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),6416,3,6419,0.45,0
8083,West Bengal,S25,Bardhaman Purba,38,BIPLAB MISTRI,Bharatiya Nyay-Adhikar Raksha Party,6494,2,6496,0.45,0
8084,West Bengal,S25,Bardhaman Purba,38,NOTA,None of the Above,10747,13,10760,0.75,0
8085,West Bengal,S25,Barrackpore,15,ARJUN SINGH,Bharatiya Janata Party,471490,1504,472994,42.82,0
8086,West Bengal,S25,Barrackpore,15,GARGI CHATTERJEE,Communist Party of India  (Marxist),117354,102,117456,10.63,0
8087,West Bengal,S25,Barrackpore,15,Tapash Sarkar,Bahujan Samaj Party,3823,15,3838,0.35,0
8088,West Bengal,S25,Barrackpore,15,DINESH TRIVEDI,All India Trinamool Congress,457870,267,458137,41.48,0
8089,West Bengal,S25,Barrackpore,15,MD. ALAM,Indian National Congress,15784,32,15816,1.43,0
8090,West Bengal,S25,Barrackpore,15,Pradip Chaudhuri,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1629,3,1632,0.15,0
8091,West Bengal,S25,Barrackpore,15,UDAY VEER CHOUDHURY,Independent,670,0,670,0.06,0
8092,West Bengal,S25,Barrackpore,15,Kundan Singh,Independent,712,1,713,0.06,0
8093,West Bengal,S25,Barrackpore,15,KRISHANPAL BALMIKI,Independent,858,0,858,0.08,0
8094,West Bengal,S25,Barrackpore,15,GANESH DAS,Independent,1705,0,1705,0.15,0
8095,West Bengal,S25,Barrackpore,15,GOPAL RAUT,Independent,1041,1,1042,0.09,0
8096,West Bengal,S25,Barrackpore,15,MD. SHYEAD AHAMED,Independent,2982,2,2984,0.27,0
8097,West Bengal,S25,Barrackpore,15,RAMU MANDI,Independent,8135,1,8136,0.74,0
8098,West Bengal,S25,Barrackpore,15,SHAMPA SIL,Independent,2270,1,2271,0.21,0
8099,West Bengal,S25,Barrackpore,15,Sourav Singh,Independent,3533,1,3534,0.32,0
8100,West Bengal,S25,Barrackpore,15,NOTA,None of the Above,12711,20,12731,1.15,0
8101,West Bengal,S25,Basirhat,18,Abul Kashem Dhali,Bahujan Samaj Party,4671,9,4680,0.33,0
8102,West Bengal,S25,Basirhat,18,Quazi Abdur Rahim,Indian National Congress,104137,46,104183,7.27,0
8103,West Bengal,S25,Basirhat,18,Nusrat Jahan Ruhi,All India Trinamool Congress,781920,158,782078,54.56,0
8104,West Bengal,S25,Basirhat,18,Pallab Sengupta,Communist Party of India,68278,38,68316,4.77,0
8105,West Bengal,S25,Basirhat,18,Sayantan Basu,Bharatiya Janata Party,431105,604,431709,30.12,0
8106,West Bengal,S25,Basirhat,18,Ajay Kumar Bain,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3824,0,3824,0.27,0
8107,West Bengal,S25,Basirhat,18,Imamul Hasan Mallik,Bharatiya Nyay-Adhikar Raksha Party,1608,1,1609,0.11,0
8108,West Bengal,S25,Basirhat,18,Md. Tabarok Hossain Molla,All India Labour Party,2707,0,2707,0.19,0
8109,West Bengal,S25,Basirhat,18,Mizanoor Rahaman,Independent,2375,0,2375,0.17,0
8110,West Bengal,S25,Basirhat,18,Amiya Sarkar,Independent,4062,3,4065,0.28,0
8111,West Bengal,S25,Basirhat,18,Abdul Hannan Sardar,Independent,3433,0,3433,0.24,0
8112,West Bengal,S25,Basirhat,18,Parimal Mistri,Independent,10953,0,10953,0.76,0
8113,West Bengal,S25,Basirhat,18,Subhasis Kumar Bhowmik,Independent,4301,0,4301,0.3,0
8114,West Bengal,S25,Basirhat,18,NOTA,None of the Above,9102,4,9106,0.64,0
8115,West Bengal,S25,Birbhum,42,IMAM HOSSAIN,Indian National Congress,75451,95,75546,5.21,0
8116,West Bengal,S25,Birbhum,42,KARIM REZAUL,Communist Party of India  (Marxist),96673,90,96763,6.68,0
8117,West Bengal,S25,Birbhum,42,DUDH KUMAR MONDAL,Bharatiya Janata Party,563715,1438,565153,38.99,0
8118,West Bengal,S25,Birbhum,42,PRABIR MUKHOPADHYAY,Bahujan Samaj Party,9459,8,9467,0.65,0
8119,West Bengal,S25,Birbhum,42,SATABDI ROY,All India Trinamool Congress,653426,651,654077,45.13,0
8120,West Bengal,S25,Birbhum,42,AHAMED FARUK,Rashtravadi Janata Party,15171,0,15171,1.05,0
8121,West Bengal,S25,Birbhum,42,AYESHA KHATUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5995,5,6000,0.41,0
8122,West Bengal,S25,Birbhum,42,MD. FIROJ ALI,Bharatiya National Janta Dal,9400,0,9400,0.65,0
8123,West Bengal,S25,Birbhum,42,CHITTARANJAN HANSDA,Independent,5526,2,5528,0.38,0
8124,West Bengal,S25,Birbhum,42,NOTA,None of the Above,12307,11,12318,0.85,0
8125,West Bengal,S25,Bishnupur,37,KHAN NARAYAN CHANDRA,Indian National Congress,17860,72,17932,1.26,0
8126,West Bengal,S25,Bishnupur,37,KHAN SUNIL,Communist Party of India  (Marxist),102498,117,102615,7.22,0
8127,West Bengal,S25,Bishnupur,37,KHAN SAUMITRA,Bharatiya Janata Party,654904,2115,657019,46.25,0
8128,West Bengal,S25,Bishnupur,37,SHYAMAL SANTRA,All India Trinamool Congress,578560,412,578972,40.75,0
8129,West Bengal,S25,Bishnupur,37,AJIT KUMAR BAURI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),11210,15,11225,0.79,0
8130,West Bengal,S25,Bishnupur,37,JITENDRA NATH ROY,Communist Party of India (Marxist-Leninist) Red Star,6434,4,6438,0.45,0
8131,West Bengal,S25,Bishnupur,37,BASUDEB SIKARI,Bahujan Mukti Party,13542,3,13545,0.95,0
8132,West Bengal,S25,Bishnupur,37,TARANI ROY,Independent,11059,11,11070,0.78,0
8133,West Bengal,S25,Bishnupur,37,SANJIT KHAN,Independent,7390,6,7396,0.52,0
8134,West Bengal,S25,Bishnupur,37,NOTA,None of the Above,14414,22,14436,1.02,0
8135,West Bengal,S25,Bolpur,41,ABHIJIT SAHA,Indian National Congress,30005,107,30112,2.06,0
8136,West Bengal,S25,Bolpur,41,ASIT KUMAR MAL,All India Trinamool Congress,698441,730,699171,47.85,0
8137,West Bengal,S25,Bolpur,41,DAS RAMPRASAD,Bharatiya Janata Party,591445,1324,592769,40.57,0
8138,West Bengal,S25,Bolpur,41,DAS SAMIRAN,Bahujan Samaj Party,9156,9,9165,0.63,0
8139,West Bengal,S25,Bolpur,41,RAM CHANDRA DOME,Communist Party of India  (Marxist),91831,133,91964,6.29,0
8140,West Bengal,S25,Bolpur,41,BIJOY DOLUI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),8796,1,8797,0.6,0
8141,West Bengal,S25,Bolpur,41,SIMANTA MONDAL,Rashtravadi Janata Party,17010,3,17013,1.16,0
8142,West Bengal,S25,Bolpur,41,NOTA,None of the Above,12265,13,12278,0.84,0
8143,West Bengal,S25,Cooch behar,1,ADHIKARY PARESH CHANDRA,All India Trinamool Congress,676339,1024,677363,44.43,0
8144,West Bengal,S25,Cooch behar,1,GOBINDA CHANDRA ROY,All India Forward Bloc,46648,162,46810,3.07,0
8145,West Bengal,S25,Cooch behar,1,NISITH PRAMANIK,Bharatiya Janata Party,728634,2960,731594,47.98,0
8146,West Bengal,S25,Cooch behar,1,PIYA ROY CHOWDHURY,Indian National Congress,28087,128,28215,1.85,0
8147,West Bengal,S25,Cooch behar,1,KANGSA RAJ BARMAN,Kamatapur People’s Party (United),2066,12,2078,0.14,0
8148,West Bengal,S25,Cooch behar,1,DHANANJOY BARMAN,Welfare Party Of India,1729,4,1733,0.11,0
8149,West Bengal,S25,Cooch behar,1,PRABHAT ROY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3169,5,3174,0.21,0
8150,West Bengal,S25,Cooch behar,1,SUBODH BARMAN,Amra Bangalee,1930,5,1935,0.13,0
8151,West Bengal,S25,Cooch behar,1,NARESH CHANDRA ROY,Independent,4068,9,4077,0.27,0
8152,West Bengal,S25,Cooch behar,1,NIRMAL KUMAR ROY,Independent,7068,1,7069,0.46,0
8153,West Bengal,S25,Cooch behar,1,HAREKRISHNA SARKAR,Independent,6144,1,6145,0.4,0
8154,West Bengal,S25,Cooch behar,1,NOTA,None of the Above,14470,20,14490,0.95,0
8155,West Bengal,S25,Darjeeling,4,AMAR SINGH RAI,All India Trinamool Congress,335793,831,336624,26.56,0
8156,West Bengal,S25,Darjeeling,4,RAJU BISTA,Bharatiya Janata Party,744657,5410,750067,59.19,0
8157,West Bengal,S25,Darjeeling,4,Sankar Malakar,Indian National Congress,64744,442,65186,5.14,0
8158,West Bengal,S25,Darjeeling,4,SAMAN PATHAK,Communist Party of India  (Marxist),50446,78,50524,3.99,0
8159,West Bengal,S25,Darjeeling,4,SUDIP MANDAL,Bahujan Samaj Party,2232,27,2259,0.18,0
8160,West Bengal,S25,Darjeeling,4,CHRISTOPHER GAHATRAJ,Indian Democratic Republican Front,1670,8,1678,0.13,0
8161,West Bengal,S25,Darjeeling,4,TANMAY DUTTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1445,4,1449,0.11,0
8162,West Bengal,S25,Darjeeling,4,DIPAK KUMAR ROY,Kamatapur People’s Party (United),1525,14,1539,0.12,0
8163,West Bengal,S25,Darjeeling,4,BHARAT DONG,Gorkha Rashtriya Congress,2927,25,2952,0.23,0
8164,West Bengal,S25,Darjeeling,4,SUNIL PANDIT,Rashtriya Janasachetan Party (R.J.P.),1486,19,1505,0.12,0
8165,West Bengal,S25,Darjeeling,4,HARKA BAHADUR CHHETRI,All India Jana Andolan Party,6364,131,6495,0.51,0
8166,West Bengal,S25,Darjeeling,4,AJAY DAHAL,Independent,2189,10,2199,0.17,0
8167,West Bengal,S25,Darjeeling,4,RESEEKA CHETTRI,Independent,3281,78,3359,0.27,0
8168,West Bengal,S25,Darjeeling,4,DIGBIJAY MANDAL,Independent,4115,2,4117,0.32,0
8169,West Bengal,S25,Darjeeling,4,NIRODE CHANDRA ADHIKARY,Independent,10718,1,10719,0.85,0
8170,West Bengal,S25,Darjeeling,4,RAJESH SINGH,Independent,15972,1,15973,1.26,0
8171,West Bengal,S25,Darjeeling,4,NOTA,None of the Above,10561,64,10625,0.84,0
8172,West Bengal,S25,Diamond harbour,21,ABHISHEK BANERJEE,All India Trinamool Congress,790725,402,791127,56.15,0
8173,West Bengal,S25,Diamond harbour,21,NILANJAN ROY,Bharatiya Janata Party,470047,486,470533,33.39,0
8174,West Bengal,S25,Diamond harbour,21,Dr. FUAD HALIM,Communist Party of India  (Marxist),93833,108,93941,6.67,0
8175,West Bengal,S25,Diamond harbour,21,MD. GORIBULLA MOLLA,Bahujan Samaj Party,2907,4,2911,0.21,0
8176,West Bengal,S25,Diamond harbour,21,SOUMYA AICH ROY,Indian National Congress,19819,9,19828,1.41,0
8177,West Bengal,S25,Diamond harbour,21,AJAY GHOSH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1846,0,1846,0.13,0
8178,West Bengal,S25,Diamond harbour,21,SANTOSH KUMAR,Shivsena,2252,0,2252,0.16,0
8179,West Bengal,S25,Diamond harbour,21,SWARNALATA SARKAR,Bharatiya Nyay-Adhikar Raksha Party,2018,0,2018,0.14,0
8180,West Bengal,S25,Diamond harbour,21,PRABIR SARKAR,Independent,2743,1,2744,0.19,0
